inputs;aspects;start_position;end_position
Apesar dos quartos serem bem pequenos, achei limpos e possibiltam sono agradável. É muito distante dos pontos turísticos de Paris, apesar de estação de metro próximo, perde-se muito tempo com deslocamento. o grande ponto negativo é que entram a toda hora pessoas não hóspedes, que moram pelas redondezas- bairro pobre para os padrões de lá e ficam circulando no hotel, pedindo para subir no elevador com você dizendo que esqueceram os cartões do quarto, quando você está vendo que é mentira. Vi até um testando a fechadura de um quarto para ver se não estava aberto... Dá certa insegurança... A recepção fica num ângula que nem vê quem entra e sai..;hotel;362;367
Apesar dos quartos serem bem pequenos, achei limpos e possibiltam sono agradável. É muito distante dos pontos turísticos de Paris, apesar de estação de metro próximo, perde-se muito tempo com deslocamento. o grande ponto negativo é que entram a toda hora pessoas não hóspedes, que moram pelas redondezas- bairro pobre para os padrões de lá e ficam circulando no hotel, pedindo para subir no elevador com você dizendo que esqueceram os cartões do quarto, quando você está vendo que é mentira. Vi até um testando a fechadura de um quarto para ver se não estava aberto... Dá certa insegurança... A recepção fica num ângula que nem vê quem entra e sai..;elevador;391;399
Apesar dos quartos serem bem pequenos, achei limpos e possibiltam sono agradável. É muito distante dos pontos turísticos de Paris, apesar de estação de metro próximo, perde-se muito tempo com deslocamento. o grande ponto negativo é que entram a toda hora pessoas não hóspedes, que moram pelas redondezas- bairro pobre para os padrões de lá e ficam circulando no hotel, pedindo para subir no elevador com você dizendo que esqueceram os cartões do quarto, quando você está vendo que é mentira. Vi até um testando a fechadura de um quarto para ver se não estava aberto... Dá certa insegurança... A recepção fica num ângula que nem vê quem entra e sai..;recepção;595;603
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;atendimento;0;11
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;custo-benefício;252;267
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;hotel;338;343
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;elevador;117;125
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;rua;388;391
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;quarto;25;31
Atendimento espetacular, quartos confortáveis e limpos, um bom café da manhã, supermercado em frente, metrô à 200 m, elevadores funcionado bem. Passamos 4 excelentes noites e voltaremos à Paris um dia e pretendemos ir para lá novamente, pois a relação custo-benefício é recompensadora. Eu , mulher e filha ficamos muito satisfeitos com o hotel. Room Tip: Ficamos no 22, de frente para a rua, que é tranquila e segura, pois é próximo da residência oficial...;café da manhã;63;76
Banheiro sem box com chuveiro que vazava água pelas juntas. O chão do quarto estava bastante sujo e engordurado.  Não trocaram as toalhas e tinha um barata no banheiro. O colchão era muito ruim e deformado e havia muito barulho nos corredores. Apesar do hotel ficar bem perto de uma estação de metrô, o local da cidade não é bom.;chuveiro;21;29
Banheiro sem box com chuveiro que vazava água pelas juntas. O chão do quarto estava bastante sujo e engordurado.  Não trocaram as toalhas e tinha um barata no banheiro. O colchão era muito ruim e deformado e havia muito barulho nos corredores. Apesar do hotel ficar bem perto de uma estação de metrô, o local da cidade não é bom.;colchão;171;178
Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.;atendimento;254;265
Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.;internet;402;410
Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.;localização;4;15
Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.;quarto;292;298
Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.;café da manhã;238;251
Boa localização, em bairro silencioso. Transporte próximo, metrô a três ruas de distância e trens na Gare Montparnasse. Não utilizamos ônibus. Muitas opções próximas para escolha de restaurantes (não turísticos) , mercado e frutaria. Bom café da manhã e atendimento atencioso. Em relação aos quartos, mesmo para o padrão proposto pela rede IBIS, não são minúsculos. Acomodam bem um casal. A conexão de Internet funcionou muito bem, mas conta apenas com uma estação comunitária. WIFI gratuita.;casal;382;387
Bons apartamentos confortaveis e ate grandes para o padrao de Manhattam...funcionarios stressados e muitos deles mal humorados...localizacao boa, proxima a Port Authority e a Times Square..otimas camas e o hotel ao lado da rede Marriot tem na cobertura um dos melhores Nights Clubs de toda Manhattam com vista deslumbrante da city Room Tip: Apartamentos double tem otima area e equipamentos novos...camas excelentes...;apartamento;5;16
Bons apartamentos confortaveis e ate grandes para o padrao de Manhattam...funcionarios stressados e muitos deles mal humorados...localizacao boa, proxima a Port Authority e a Times Square..otimas camas e o hotel ao lado da rede Marriot tem na cobertura um dos melhores Nights Clubs de toda Manhattam com vista deslumbrante da city Room Tip: Apartamentos double tem otima area e equipamentos novos...camas excelentes...;cama;196;200
Chegamos no Novotel com a certeza que seria tudo bem por se tratar de um 4 estrelas renomado. Fomos bem recebidos e tudo ocorria tranquilamente quando no 3 dia de hospedagem eu tive de sair e minha esposa ficou sozinha no quarto. Bateram na porta e minha esposa gritou que tinha alguém dentro do quarto mas mesmo assim sem permissão um funcionário da manutenção do hotel entrou no quarto para pegar um teclado de computado. Neste momento minha esposa estava se trocando e não deu a mínima e entrou de forma apressada e abrupta. Mas este não foi o maior problema pois não estamos livres destes deslizes acontecer, o problema maior foi a forma como a chefia da recepção agiu pois, quando fui reclamar, a chefe da recepção simplesmente disse que tinha mandado o funcionário fazer o que fez e que era normal ele entrar nos quartos com hospedes se trocando. Eu retruquei que por enquanto que o quartos estivesse com as diárias pagas pelos hóspedes, os mesmos tinham de respeitar nossa privacidade pois não se entra em quartos de hotel com os hóspedes dentro, citei até a camareira que todas as vezes que estávamos no quarto voltava depois. Achei que a maneira simplória que ela tratou o assunto não foi a de um hotel do nível que esperava encontrar no Novotel. Não posso tolerar o descaso para um problema como este pois quando estamos em um quarto de hotel precisamos ter nossa privacidade preservada e a chefe da recepção tratar o problema da forma que tratou foi realmente repugnante e acho que nunca mais voltarei à um Novotel pois pagamos caro para termos o conforto e a confiabilidade de um hotel renomado e com 4 estrelas. Sabemos que pequenos deslizes podem acontecer mas sei também que têm de ser resolvidos de maneira satisfatória e rápida e não da forma que foi conduzida pela recepçãoo do Novotel pois se fosse da maneira que ela disse a camareira não precisaria bater, simplesmente entraria para fazer a arrumação quer estivéssemos dormindo ou não. Fiquei muito decepcionado com a maneira que o Hotel se posicionou perante o problema.;hotel;365;370
